library,name,tags
lucide-lab,tab-text,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|manifesto|pledge|decision|decide|printout|punched_card|fax|paper|leaflet|pamphlet|instructions|office|output|result|log|layout|social|development|text
lucide-lab,tab-x,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|decision|decide|no|reject|spoiled|cross|incorrect|no_confidence|wrong|error|output|result|log|close|remove|cancel|layout|social|development
lucide-lab,tab,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|decision|decide|undecided|unsure|printout|punched_card|fax|paper|office|output|result|log|blank|clear|layout|social|development
lucide-lab,target-arrow,archery|crossbow|bullseye|hit|range|sports|gaming
lucide-lab,tennis-ball,court|racquet|racket|net|deuce|love|bounce|sports|gaming
lucide-lab,tennis-racket,court|racquet|net|deuce|love|bounce|sports|gaming
lucide-lab,text-square,note|log|document|page|paper|sheet|list|script|code|editor|text|development
lucide-lab,tie-bow-ribbon,gift|present|party|birthday|box|decoration|neckwear|female|girls|kids|children|toys|doll|accessories|apparel|shopping|social
lucide-lab,tie-bow,neckwear|gentleman|mens|boys|store|clothing|clothes|accessories|apparel|attire|outfit|fashion|formal|fancy|dressy|smart|classic|refined|elegant|evening|black_tie_event|occasion|tuxedo|wedding|groom|gathering|dinner|restaurant|waiter|uniform|service|serve|shopping|social
lucide-lab,tie,neckwear|gentleman|mens|boys|store|clothing|clothes|accessories|apparel|attire|outfit|fashion|formal|fancy|dressy|smart|classic|refined|elegant|evening|black_tie_event|occasion|gathering|dinner|restaurant|waiter|uniform|service|serve|shopping|social
lucide-lab,tire,tyre|wheel|hubcap|rubber|trim|automobile|vehicle|rim|axle|transportation|maps
lucide-lab,toast,bread|butter|spread|jam|conserve|preserve|marmalade|continental_breakfast|brunch|meal|morning|food-beverage
lucide-lab,toaster,heat|burnt|bread|breakfast|morning|kitchen|appliances|amenities|electric|food-beverage|home|devices
lucide-lab,toilet-roll,paper|sheets|lavatory|latrine|loo|bog|poo|privy|bathroom|toiletries|sanitation|clean|hospitality|housekeeping|room_service|amenities|unravel|perforated|dashed|home|travel
lucide-lab,toolbox-2,tools|trunk|chest|storage|utility|utilities|container|kit|set|tools|home
lucide-lab,toolbox,tools|trunk|chest|storage|utility|utilities|container|kit|set|tools|home
lucide-lab,top-crop,brassiere|breasts|boobs|tops|womens|girls|female|ladies|sportswear|exercise|fitness|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|shopping|sports
lucide-lab,towel-folded,towels|flannel|bathroom|toiletries|sanitation|sheets|bedding|clean|fresh|dry|laundry|laundrette|hospitality|housekeeping|room_service|robe|spa_break|health_club|amenities|home|travel
lucide-lab,towel-rack,flannel|bathroom|toiletries|sanitation|clean|fresh|dry|laundry|laundrette|hospitality|housekeeping|room_service|spa_break|health_club|amenities|hanging|home|travel
lucide-lab,trees-forest,evergreen|forest|woodland|park|preserve|lumber|logging|outdoors|wildlife|habitat|botanical|flora|nature|seasons|sustainability|maps
lucide-lab,triangle-stripes,equilateral|delta|shape|pyramid|levels|structure|hierarchy|maslow|needs|wellbeing|social|sustainability|shapes
lucide-lab,trousers,jeans|denim|corduroy|chinos|cargo|pants|bottoms|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|skinny|regular|shopping
lucide-lab,tuxedo,blazer|buttons|shirt|suit|gentleman|mens|boys|top|store|clothing|clothes|accessories|apparel|attire|outfit|fashion|formal|dressy|dinner|restaurant|waiter|uniform|smart|classic|refined|elegant|evening_wear|black_tie_event|special_occasion|wedding|groom|gathering|thread|tailored|regular|slim_fit|service|serve|shopping|social
lucide-lab,type-square,toolbar|formatting|styling|plain_text|rich_text|rtf|typography|fonts|font_book|collection|slab_serif|writing|writer|prose|content|markdown|markup|text|tools|design|development
lucide-lab,ufo,unidentified_flying_object|flying_saucer|spaceship|spacecraft|aliens|extraterrestrial|abduction|beam|crop_circles|area_51|outer_space|lightyears|interstellar_travel|interplanetary|galactic|universe|explore|stars|science|transportation|gaming
lucide-lab,underline-square,highlight|emphasis|emphasize|toolbar|formatting|styling|plain_text|rich_text|rtf|typography|font|sans_serif|writing|writer|prose|content|markdown|markup|text|tools|design|development
lucide-lab,unicorn-head,rare|unique|horn|fairy_tale|nursery|story|fictional|imaginary|imagination|animals|gaming
lucide-lab,venn,venn_diagram|overlap|compare|common|blend_mode|opacity|transparency|design|charts
lucide-lab,vest,underwear|undergarment|mens|boys|top|waistcoat|sleeveless|sportswear|exercise|fitness|summer_holiday|beachwear|bathing|seaside|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular|shopping|sports|travel
lucide-lab,volleyball,beach|sand|net|holiday|vacation|summer|soccer|football|futbol|kick|pitch|goal|score|bounce|leather|wool|yarn|knitting|sewing|thread|embroidery|textile|sports|gaming|travel|home
lucide-lab,waffle,syrup|fast_food|junk_food|snack|sweet|dish|restaurant|breakfast|brunch|dessert|meal|cookery|cooking|food-beverage
lucide-lab,wardrobe,closet|cupboard|shelves|drawer|storage|clothes|clothing|apparel|furniture
lucide-lab,watch-activity,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|pulse|levels|heart_rate_monitor|vital_signs|vitals|health|exercise|fitness|running|jogging|tracking|action|motion|movement|audio|waveform|sound|time|devices|sports|medical
lucide-lab,watch-alarm,beep|ring|clock|timer|stopwatch|alarm|alert|wear|wrist|strap|face|mechanical|analog|analogue|round|circle|time|devices
lucide-lab,watch-bars,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|mobile|levels|chart|statistics|tracking|monitor|activity|exercise|fitness|running|jogging|audio|waveform|sound|vertical|time|devices|sports
lucide-lab,watch-charging,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|battery|recharge|power|energy|zap|time|devices
lucide-lab,watch-check,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|done|todo|tick|complete|task|time|devices|notifications
lucide-lab,watch-loader,polar|clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|loading|wait|busy|progress|spinner|spinning|throbber|time|devices
lucide-lab,watch-music,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|playback|audio|sound|semiquaver|sixteenth_note|time|devices|multimedia
lucide-lab,watch-square-alarm,beep|ring|clock|timer|stopwatch|alarm|alert|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|time|devices
lucide-lab,watch-square,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|time|devices
lucide-lab,watch-text,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|levels|chart|statistics|tracking|monitor|activity|exercise|fitness|running|jogging|audio|sound|vertical|information|message|read|horizontal|time|devices|sports|social
lucide-lab,watermelon,snack|meal|lunch|juice|smoothie|eating|healthy|nutrition|diet|fruit_machine|slots|gambling|jackpot|food-beverage|gaming
lucide-lab,wave-circle,surfing|tidal|tide|water|aqua|seaside|beach|ocean|curl|weather|travel
lucide-lab,waves-birds,water|aqua|seaside|view|picturesque|tourism|summer_holiday|beach|ocean|flow|maps|travel
lucide-lab,waves-shark-fin,pectoral|fishing|infested|waters|warning|danger|alert|jaws|attack|aquatic|encounter|marine_life|tourism|seaside|beach|ocean|depth|deep|travel|animals
lucide-lab,whale-narwhal,narwhale|horn|tusk|fishing|fins|blowhole|blubber|barnacles|plankton|krill|sealife|ocean|aquatic|water|depth|deep|dive|diving|marine|mammal|school|calf|animals
lucide-lab,whale,porpoise|fishing|fins|blowhole|blubber|barnacles|plankton|krill|sealife|ocean|aquatic|water|depth|deep|dive|diving|marine|mammal|school|calf|docker|containers|environment|animals|development
lucide-lab,wheel,tire|rim|hub|spoke|cog|pulley|gear|turning|disk|circle|revolve|rotate|spin|roll|cart|bike|wagon|water_wheel|axle|turn|transportation|maps
lucide-lab,whisk-fork-knife,utensils|kitchenware|cutlery|culinary|cooking|cookery|restaurant|chef|mix|cut|slice|eat|meal|dinner|food-beverage|home|tools
lucide-lab,whisk,utensils|kitchenware|cutlery|culinary|cooking|cookery|restaurant|chef|mix|food-beverage|home|tools
lucide-lab,whisks,kitchen|utensils|cutlery|culinary|cooking|cookery|restaurant|chef|mix|food-beverage|tools
lucide-lab,windmill,sails|turbine|electricity|power|energy|renewables|buildings|maps|sustainability
lucide-lab,wine-glass-bottle,alcohol|drink|glass|goblet|chalice|vineyard|winery|red|white|rose|dry|sparkling|bar|party|nightclub|nightlife|sommelier|restaurant|dinner|meal|food-beverage|social
lucide-lab,yarn-ball,wool|thread|needle|sewing|stitch|embroidery|waeve|woven|fabric|material|cloth|cotton|textile|string|unravel|unroll|code|conding|package_manager|npm|home|social|development
lucide-lab,yin-yang,yinyang|contrast|opposites|interconnected|balance|unity|chinese|culture|philosopy|chaos|calm|rest|tranquility|peace|harmony|energy|aura|sprituality|meditation|wellbeing|lifestyle|symbol|social|accessibility|sustainability
lucide,a-arrow-down,letter|font size|text|formatting|smaller
lucide,a-arrow-up,letter|font size|text|formatting|larger|bigger
lucide,a-large-small,letter|font size|text|formatting
lucide,accessibility,disability|disabled|dda|wheelchair
lucide,activity,pulse|action|motion|movement|exercise|fitness|healthcare|heart rate monitor|vital signs|vitals|emergency room|er|intensive care|hospital|defibrillator|earthquake|siesmic|magnitude|richter scale|aftershock|tremor|shockwave|audio|waveform|synthesizer|synthesiser|music
lucide,air-vent,air conditioner|ac|central air|cooling|climate-control
lucide,airplay,stream|cast|mirroring|screen|monitor|macos|osx
lucide,alarm-clock,morning
lucide,alarm-clock-check,done|todo|tick|complete|task
lucide,alarm-clock-minus,remove
lucide,alarm-clock-off,morning|turn-off
lucide,alarm-clock-plus,add
lucide,alarm-smoke,fire|alert|warning|detector|carbon monoxide|safety|equipment|amenities
lucide,album,photo|book
lucide,align-center-horizontal,items|flex|justify
lucide,align-center-vertical,items|flex|justify
lucide,align-end-horizontal,items|bottom|flex|justify
lucide,align-end-vertical,items|right|flex|justify
lucide,align-horizontal-distribute-center,items|flex|justify|space|evenly|around
lucide,align-horizontal-distribute-end,right|items|flex|justify
lucide,align-horizontal-distribute-start,left|items|flex|justify
lucide,align-horizontal-justify-center,center|items|flex|justify
lucide,align-horizontal-justify-end,right|items|flex|justify
lucide,align-horizontal-justify-start,left|items|flex|justify
lucide,align-horizontal-space-around,center|items|flex|justify|distribute|between
lucide,align-horizontal-space-between,around|items|bottom|flex|justify
lucide,align-start-horizontal,top|items|flex|justify
lucide,align-start-vertical,left|items|flex|justify
lucide,align-vertical-distribute-center,items|flex|justify|space|evenly|around
lucide,align-vertical-distribute-end,bottom|items|flex|justify
lucide,align-vertical-distribute-start,top|items|flex|justify
lucide,align-vertical-justify-center,center|items|flex|justify|distribute|between
lucide,align-vertical-justify-end,bottom|items|flex|justify|distribute|between
lucide,align-vertical-justify-start,top|items|flex|justify|distribute|between
lucide,align-vertical-space-around,center|items|flex|justify|distribute|between
lucide,align-vertical-space-between,center|items|flex|justify|distribute|between
lucide,ambulance,ambulance|emergency|medical|vehicle|siren|healthcare|transportation|rescue|urgent|first aid
lucide,ampersand,and|typography|operator|join|concatenate|code|&
lucide,ampersands,and|operator|then|code|&&
lucide,amphora,pottery|artifact|artefact|vase|ceramics|clay|archaeology|museum|wine|oil
lucide,anchor,ship
lucide,angry,emoji|anger|face|emotion
lucide,annoyed,emoji|nuisance|face|emotion
lucide,antenna,signal|connection|connectivity|tv|television|broadcast|live|frequency|tune|scan|channels|aerial|receiver|transmission|transducer|terrestrial|satellite|cable
lucide,anvil,metal|iron|alloy|materials|heavy|weight|blacksmith|forge|acme
lucide,aperture,camera|photo|pictures|shutter|exposure
lucide,app-window,application|menu bar|pane|executable
lucide,app-window-mac,application|menu bar|pane|preferences|macos|osx|executable
lucide,apple,fruit|food|healthy|snack|nutrition|fresh|produce|grocery|organic|harvest|vitamin|red|green|juicy|sweet|tart|bite|orchard|plant|core|raw|diet
lucide,archive,index|backup|box|storage|records
lucide,archive-restore,unarchive|index|backup|box|storage|records
lucide,archive-x,index|backup|box|storage|records|junk
lucide,armchair,sofa|furniture|leisure|lounge|loveseat|couch
lucide,arrow-big-down,backwards|reverse|direction|south
lucide,arrow-big-down-dash,backwards|reverse|slow|direction|south|download
lucide,arrow-big-left,previous|back|direction|west|indicate turn
lucide,arrow-big-left-dash,previous|back|direction|west|turn|corner
lucide,arrow-big-right,next|forward|direction|east|indicate turn
lucide,arrow-big-right-dash,next|forward|direction|east|turn|corner
lucide,arrow-big-up,shift|keyboard|button|mac|capitalize|capitalise|forward|direction|north
lucide,arrow-big-up-dash,caps lock|capitals|keyboard|button|mac|forward|direction|north|faster|speed|boost
lucide,arrow-down,backwards|reverse|direction|south
lucide,arrow-down-0-1,filter|sort|ascending|descending|increasing|decreasing|rising|falling|numerical
lucide,arrow-down-1-0,filter|sort|ascending|descending|increasing|decreasing|rising|falling|numerical
lucide,arrow-down-a-z,filter|sort|ascending|descending|increasing|decreasing|rising|falling|alphabetical
lucide,arrow-down-from-line,backwards|reverse|direction|south|download|expand|fold|vertical
lucide,arrow-down-left,direction|south-west|diagonal
lucide,arrow-down-narrow-wide,filter|sort|ascending|descending|increasing|decreasing|rising|falling
lucide,arrow-down-right,direction|south-east|diagonal
lucide,arrow-down-to-dot,direction|south|waypoint|location|step|into
lucide,arrow-down-to-line,behind|direction|south|download|save|git|version control|pull|collapse|fold|vertical
lucide,arrow-down-up,bidirectional|two-way|2-way|swap|switch|network|traffic|flow|mobile data|internet|sort|reorder|move
lucide,arrow-down-wide-narrow,filter|sort|ascending|descending|increasing|decreasing|rising|falling
lucide,arrow-down-z-a,filter|sort|ascending|descending|increasing|decreasing|rising|falling|alphabetical|reverse
lucide,arrow-left,previous|back|direction|west|<-
lucide,arrow-left-from-line,previous|back|direction|west|expand|fold|horizontal|<-|
lucide,arrow-left-right,bidirectional|two-way|2-way|swap|switch|transaction|reorder|move|<-|->
lucide,arrow-left-to-line,previous|back|direction|west|collapse|fold|horizontal||<-
lucide,arrow-right,forward|next|direction|east|->
lucide,arrow-right-from-line,next|forward|direction|east|export|expand|fold|horizontal||->
lucide,arrow-right-left,bidirectional|two-way|2-way|swap|switch|transaction|reorder|move|<-|->
lucide,arrow-right-to-line,next|forward|direction|east|tab|keyboard|mac|indent|collapse|fold|horizontal|->|
lucide,arrow-up,forward|direction|north
lucide,arrow-up-0-1,filter|sort|ascending|descending|increasing|decreasing|rising|falling|numerical
lucide,arrow-up-1-0,filter|sort|ascending|descending|increasing|decreasing|rising|falling|numerical
lucide,arrow-up-a-z,filter|sort|ascending|descending|increasing|decreasing|rising|falling|alphabetical
lucide,arrow-up-down,bidirectional|two-way|2-way|swap|switch|network|mobile data|internet|sort|reorder|move
lucide,arrow-up-from-dot,direction|north|step|out
lucide,arrow-up-from-line,forward|direction|north|upload|git|version control|push|expand|fold|vertical
lucide,arrow-up-left,direction|north-west|diagonal
lucide,arrow-up-narrow-wide,filter|sort|ascending|descending|increasing|decreasing|rising|falling
lucide,arrow-up-right,direction|north-east|diagonal
lucide,arrow-up-to-line,forward|direction|north|upload|collapse|fold|vertical
lucide,arrow-up-wide-narrow,filter|sort|ascending|descending|increasing|decreasing|rising|falling
lucide,arrow-up-z-a,filter|sort|ascending|descending|increasing|decreasing|rising|falling|alphabetical|reverse
lucide,arrows-up-from-line,direction|orientation|this way up|vertical|package|box|fragile|postage|shipping
lucide,asterisk,reference|times|multiply|multiplication|operator|code|glob pattern|wildcard|*
lucide,astroid,star|math|shape|curve|sharp|four-pointed|hypocycloid|ai|artificial intelligence
lucide,at-sign,mention|at|email|message|@
lucide,atom,atomic|nuclear|physics|particle|element|molecule|electricity|energy|chemistry
lucide,audio-lines,graphic equaliser|sound|noise|listen|hearing|hertz|frequency|wavelength|vibrate|sine|synthesizer|synthesiser|levels|track|music|playback|radio|broadcast|airwaves|voice|vocals|singer|song
lucide,audio-waveform,sound|noise|listen|hearing|hertz|frequency|wavelength|vibrate|sine|synthesizer|synthesiser|levels|track|music|playback|radio|broadcast|airwaves|voice|vocals|singer|song
lucide,award,achievement|badge|rosette|prize|winner
lucide,axe,hatchet|weapon|chop|sharp|equipment|fireman|firefighter|brigade|lumberjack|woodcutter|logger|forestry
lucide,axis-3d,gizmo|coordinates
lucide,baby,child|childproof|children
lucide,backpack,bag|hiking|travel|camping|school|childhood
lucide,badge,check|verified|unverified
lucide,badge-alert,check|verified|unverified|security|safety|issue
lucide,badge-cent,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|cents|dollar|usd|$|¢
lucide,badge-check,verified|check
lucide,badge-dollar-sign,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|usd|$
lucide,badge-euro,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|€
lucide,badge-indian-rupee,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|inr|₹
lucide,badge-info,verified|unverified|help
lucide,badge-japanese-yen,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|jpy|¥
lucide,badge-minus,verified|unverified|delete|remove|erase
lucide,badge-percent,verified|unverified|sale|discount|offer|marketing|sticker|price tag
lucide,badge-plus,verified|unverified|add|create|new
lucide,badge-pound-sterling,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|british|gbp|£
lucide,badge-question-mark,verified|unverified|help
lucide,badge-russian-ruble,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|rub|₽
lucide,badge-swiss-franc,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|chf|₣
lucide,badge-turkish-lira,discount|offer|sale|voucher|tag|monetization|marketing|finance|financial|exchange|transaction|payment|try|₺
lucide,badge-x,verified|unverified|lost|delete|remove
lucide,baggage-claim,baggage|luggage|travel|cart|trolley|suitcase
lucide,balloon,party|festival|congratulations|celebration|decoration|colorful|floating|fun|birthday|event|entertainment
lucide,ban,cancel|no|stop|forbidden|prohibited|error|incorrect|mistake|wrong|failure|circle|slash|null|void
lucide,banana,fruit|food
lucide,bandage,plaster|band-aid|first aid|medical|health|wound|injury|care|treatment|healing|protection|emergency|aid|safety|patch
lucide,banknote,currency|money|payment
lucide,banknote-arrow-down,bill|currency|money|payment|funds|transaction|cash|finance|withdraw|expense|out|payout|refund|debit|spending|decrease
lucide,banknote-arrow-up,bill|currency|money|payment|funds|transaction|cash|finance|deposit|earnings|income|in|credit|prepaid|growth|increase
lucide,banknote-x,bill|currency|money|payment|funds|transaction|cash|finance|error|failed|rejected|canceled|declined|lost|delete|remove
lucide,barcode,scan|checkout|till|cart|transaction|purchase|buy|product|packaging|retail|consumer
lucide,barrel,keg|drum|tank|wine|beer|oak|wood|firkin|hogshead|kilderkin|barrique|solera|aging|whiskey|brewery|distillery|winery|vineyard
lucide,baseline,text|format|color
lucide,bath,amenities|services|bathroom|shower
lucide,battery,power|electricity|energy|accumulator|charge
lucide,battery-charging,power|electricity|energy|accumulator|charge
lucide,battery-full,power|electricity|energy|accumulator|charge
lucide,battery-low,power|electricity|energy|accumulator|charge
lucide,battery-medium,power|electricity|energy|accumulator|charge
lucide,battery-plus,power|electricity|energy|accumulator|charge|plus|economy|health|add|new|maximum|upgrade|extra|+
lucide,battery-warning,power|electricity|energy|accumulator|charge|exclamation mark
lucide,beaker,cup|lab|chemistry|experiment|test
lucide,bean,legume|soy|food|seed
lucide,bean-off,soy free|legume|soy|food|seed|allergy|intolerance|diet
lucide,bed,sleep|hotel|furniture
lucide,bed-double,sleep|hotel|furniture
lucide,bed-single,sleep|hotel|furniture
lucide,beef,food|dish|restaurant|course|meal|meat|bbq|steak
lucide,beef-off,food|dish|restaurant|course|meal|meat|bbq|steak|vegetarian
lucide,beer,alcohol|bar|beverage|brewery|drink
lucide,beer-off,alcohol|bar|beverage|brewery|drink
lucide,bell,alarm|notification|sound|reminder
lucide,bell-check,alarm|notification|sound|reminder
lucide,bell-dot,alarm|notification|sound|reminder|unread
lucide,bell-electric,fire alarm|flames|smoke|firefighter|fireman|department|brigade|station|emergency|alert|safety|school bell|period break|recess|doorbell|entrance|entry|ring|reception
lucide,bell-minus,alarm|notification|silent|reminder|delete|remove|erase
lucide,bell-off,alarm|notification|silent|reminder
lucide,bell-plus,notification|silent|reminder|add|create|new
lucide,bell-ring,alarm|notification|sound|reminder
lucide,between-horizontal-end,insert|add|left|slot|squeeze|space|vertical|grid|table|rows|cells|excel|spreadsheet|accountancy|data|enter|entry|entries|blocks|rectangles|chevron
lucide,between-horizontal-start,insert|add|right|slot|squeeze|space|vertical|grid|table|rows|cells|excel|spreadsheet|accountancy|data|enter|entry|entries|blocks|rectangles|chevron
lucide,between-vertical-end,insert|add|top|slot|squeeze|space|vertical|grid|table|columns|cells|data|enter|entry|entries|blocks|rectangles|chevron
lucide,between-vertical-start,insert|add|bottom|slot|squeeze|space|vertical|grid|table|columns|cells|data|enter|entry|entries|blocks|rectangles|chevron
lucide,biceps-flexed,arm|muscle|strong|working out|athletic|toned|muscular|forelimb|curled
lucide,bike,bicycle|transport|trip
lucide,binary,code|digits|computer|zero|one|boolean
lucide,binoculars,field glasses|lorgnette|pince-nez|observation|sightseeing|nature|wildlife|birdwatching|scouting|surveillance|search|discovery|monitoring|lookout|viewpoint|travel|tourism|research
lucide,biohazard,fallout|waste|biology|chemistry|chemical|element
lucide,bird,peace|freedom|wing|avian|tweet
lucide,birdhouse,birdhouse|bird|garden|home|house|woodwork
lucide,bitcoin,cryptocurrency|digital|blockchain|finance|coin|market|decentralized|investment|crypto|currency|money|payment
lucide,blend,mode|overlay|multiply|screen|opacity|transparency|alpha|filters|lenses|mixed|shades|tints|hues|saturation|brightness|overlap|colors|colours
lucide,blender,mixer|appliances|food|liquid|juicer|vitamizer|mix|emulsify|smoothie|drink|blade|container|kitchen|milkshake|cocktail|beverage|culinary|shredder|processor|cooking|recipe|chef|restaurant
lucide,blinds,shades|screen|curtain|shutter|roller blind|window|lighting|household|home
lucide,blocks,addon|plugin|integration|extension|package|build|stack|toys|kids|children|learning|squares|corner
lucide,bluetooth,wireless
lucide,bluetooth-connected,paired
lucide,bluetooth-off,lost
lucide,bluetooth-searching,pairing
lucide,bold,text|strong|format
lucide,bolt,nut|screw|settings|preferences|configuration|controls|edit|diy|fixed|build|construction|parts
lucide,bomb,fatal|error|crash|blockbuster|mine|explosion|explode|explosive
lucide,bone,health|skeleton|skull|death|pets|dog
lucide,book,reading|paperback|booklet|magazine|leaflet|pamphlet|tome|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|documentation
lucide,book-a,dictionary|define|definition|thesaurus|encyclopedia|encyclopaedia|reading|booklet|magazine|leaflet|pamphlet|tome|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|language|translate|alphabetical|a-z|ordered
lucide,book-alert,reading|paperback|booklet|magazine|leaflet|pamphlet|tome|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|documentation|warning|alert|danger|exclamation mark
lucide,book-audio,audiobook|reading|listening|sound|story|fiction|novel|information|knowledge|education|student|study|learning|research
lucide,book-check,read|booklet|magazine|leaflet|pamphlet|library|written|authored|published|informed|knowledgeable|educated|schooled|homework|examined|tested|marked|passed|graduated|studied|learned|lesson|researched|documented|revealed|blank|plain language|true|truth|verified|corrected|task|todo|done|completed|finished|ticked
lucide,book-copy,code|coding|version control|git|repository|clone|fork|duplicate|multiple|books|library|copies|copied|plagiarism|plagiarised|plagiarized|reading list|information|informed|knowledge|knowledgeable|knowledgable|education|high school|university|college|academy|student|study|learning|research|smart|intelligent|intellectual
lucide,book-dashed,code|coding|version control|git|repository|template|draft|script|screenplay|writing|writer|author|unwritten|unpublished|untold
lucide,book-down,code|coding|version control|git|repository|pull
lucide,book-headphones,audiobook|reading|listening|sound|story|fiction|novel|information|knowledge|education|student|study|learning|research
lucide,book-heart,diary|romance|novel|journal|entry|entries|personal|private|secret|crush|like|love|emotion|feminine|girls|teens|teenager|therapy|theraputic|therapist|planner|organizer|organiser|notes|notepad|stationery|sketchbook|writing|written|reading|favorite|favourite|high school
lucide,book-image,images|pictures|photos|album|collection|event|magazine|catalog|catalogue|brochure|browse|gallery
lucide,book-key,code|coding|version control|git|repository|private|public|secret|unlocked|hidden|revealed|knowledge|learning
lucide,book-lock,code|coding|version control|git|repository|private|secret|hidden|knowledge
lucide,book-marked,dictionary|reading|booklet|magazine|leaflet|pamphlet|tome|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|documentation|saved|later|future|reference|index|code|coding|version control|git|repository
lucide,book-minus,code|coding|version control|git|repository|remove|delete|censor|cancel|forbid|prohibit|ban|uneducated|re-educate|unlearn|downgrade
lucide,book-open,reading|pages|booklet|magazine|leaflet|pamphlet|library|writing|written|writer|author|story|script|screenplay|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|documentation|revealed|blank|plain
lucide,book-open-check,read|pages|booklet|magazine|leaflet|pamphlet|library|written|authored|published|informed|knowledgeable|educated|schooled|homework|examined|tested|marked|passed|graduated|studied|learned|lesson|researched|documented|revealed|blank|plain language|true|truth|verified|corrected|task|todo|done|completed|finished|ticked
lucide,book-open-text,reading|pages|booklet|magazine|leaflet|pamphlet|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|documentation|revealed
lucide,book-plus,code|coding|version control|git|repository|remove|delete|read|write|author|publish|inform|graduate|re-educate|study|learn|research|knowledge|improve|upgrade|level up
lucide,book-search,reading|library|study|education|research|knowledge|discover|browsing|lookup|finding|scanning
lucide,book-text,reading|booklet|magazine|leaflet|pamphlet|tome|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|documentation
lucide,book-type,thesaurus|synonym|reading|booklet|magazine|leaflet|pamphlet|tome|library|writing|written|writer|author|story|script|fiction|novel|information|knowledge|education|high school|university|college|academy|student|study|learning|homework|research|language|translate|typography|fonts|collection
lucide,book-up,code|coding|version control|git|repository|push
lucide,book-up-2,code|coding|version control|git|repository|push|force
lucide,book-user,person|people|family|friends|acquaintances|contacts|details|addresses|phone numbers|directory|listing|networking
lucide,book-x,code|coding|version control|git|repository|remove|delete|reading|misinformation|disinformation|misinformed|charlatan|sophistry|false|lies|untruth|propaganda|censored|cancelled|forbidden|prohibited|banned|uneducated|re-education|unlearn
lucide,bookmark,save|favorite|mark|label|attachment|file|stick|pin|read|clip|marker|tag
lucide,bookmark-check,read|finished|complete|clip|marker|tag|task|todo
lucide,bookmark-minus,delete|remove
lucide,bookmark-off,unsaved|unfavorite|unmarked|unlabel|disabled|removed|unpin|unread|unclip|marker|untag
lucide,bookmark-plus,add
lucide,bookmark-x,read|clip|marker|tag|cancel|close|delete|remove|clear
lucide,boom-box,radio|speakers|audio|music|sound|broadcast|live|frequency
lucide,bot,robot|ai|chat|assistant
lucide,bot-message-square,robot|ai|chat|assistant
lucide,bot-off,robot|ai|chat|assistant
lucide,bottle-wine,alcohol|drink|glass|goblet|chalice|vineyard|winery|red|white|rose|dry|sparkling|bar|party|nightclub|nightlife|sommelier|restaurant|dinner|meal
lucide,bow-arrow,archer|archery|game|war|weapon
lucide,box,cube|package|container|storage|geometry|3d|isometric
lucide,boxes,cubes|packages|parts|group|units|collection|cluster|geometry
lucide,braces,json|code|token|curly brackets|data|{|}
lucide,brackets,code|token|array|list|square|[|]
